prospect_id,business,qr_target_url,mail_ready
J238-024,BG Electric Service LLC,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/bg-electric/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-024,hold
J238-025,"Big Head Transport, LLC",https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/big-head-transport/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-025,hold
J238-026,"Bill Frusco Plumbing, Heating & Cooling",https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/bill-frusco-plumbing-heating-cooling/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-026,hold
J238-027,"Borden Heating & Cooling, Inc.",https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/borden-heating-cooling-inc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-027,hold
J238-028,Borsello Landscaping,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/borsello-landscaping/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-028,hold
J238-029,Boyle Energy,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/boyle-energy-heating-air-conditioning-oil-propane/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-029,hold
J238-030,BPM Fitness,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/bpm-fitness/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-030,hold
J238-031,"Brandon Electric, Inc.",https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/brandon-electric-inc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-031,hold
J238-032,Brandywine Auto Parts,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/brandywine-auto-parts/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-032,hold
J238-033,Bridesburg Spine and Injury Clinic,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/bridesburg-spine-and-injury-clinic/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-033,hold
J238-034,"Bryn Mawr Plumbing & Heating Co., Inc.",https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/bryn-mawr-plumbing-heating-co-inc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-034,hold
J238-035,"Bustleton Services, Inc",https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/bustleton-services/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-035,hold
J238-036,C&C Super Seal,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/c-and-c-super-seal/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-036,hold
J238-037,Captain Car Wash,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/captain-car-wash/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-037,hold
J238-038,Centrum Mechanical Services,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/centrum-mechanical-services/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-038,hold
J238-039,Chadds Ford Animal Hospital,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/chadds-ford-animal-hospital/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-039,hold
J238-040,Charles Schillinger Company,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/charles-schillinger-company/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-040,hold
J238-041,Chestnut Hill Animal Hospital,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/chestnut-hill-animal-hospital/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-041,hold
J238-042,"Choice Coating, Inc.",https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/choice-coating-inc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-042,hold
J238-043,Chris Clement Plumbing & Heating,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/chris-clement-plumbing-heating/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-043,hold
J238-044,Ciocca Pre-Owned Autos,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/ciocca-pre-owned-autos/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-044,hold
J238-045,City Electric Supply West Chester,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/city-electric-supply/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-045,hold
J238-046,"Cleaned by D&D, LLC",https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/cleaned-by-d-d-llc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-046,hold
J238-047,C. Mazzoni Brothers Inc.,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/c-mazzoni-brothers-inc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-047,hold
J238-048,Colmar Dentistry For Kids,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/colmar-dentistry-for-kids/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-048,hold
J238-049,Commercial Wallcovering,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/commercial-wallcovering/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-049,hold
J238-050,"CompuCraft Fabricators, Inc.",https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/compucraft-fabricators-inc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-050,hold
J238-051,County Line Veterinary Hospital,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/county-line-veterinary-hospital/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-051,hold
J238-052,Custom IT Solutions,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/custom-it-solutions/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-052,hold
J238-053,"Dan Ferry Plumbing, Inc.",https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/dan-ferry-plumbing-inc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-053,hold
J238-054,Davidson Fabricating,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/davidson-fabricating/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-054,hold
J238-055,Del Chevrolet,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/del-chevrolet/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-055,hold
J238-056,Dentistry for Life,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/dentistry-for-life/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-056,hold
J238-057,Dependable Concrete Contractor LLC,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/dependable-concrete/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-057,hold
J238-058,Di Bruno Bros. Italian Market,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/dibruno-bros/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-058,hold
J238-059,Dinse Dental Care,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/dinse-dental-care/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-059,hold
J238-060,DreamMaker Bath & Kitchen of Chester County,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/dreammaker-bath-kitchen/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-060,hold
J238-061,Dream Team Home Services,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/dream-team-hvac/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-061,hold
J238-062,Orthodontic Associates of Collegeville,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/dr-weiss-s-office/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-062,hold
J238-063,"Dunryte Electric, Inc.",https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/dunryte-electric-inc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-063,hold
J238-064,Dutton Road Veterinary Clinic,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/dutton-road-veterinary-clinic/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-064,hold
J238-065,E & E cleaning services,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/e-and-e-cleaning/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-065,hold
J238-066,Eastern Dragon,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/eastern-dragon/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-066,hold
J238-067,Eastern State Penitentiary,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/eastern-state/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-067,hold
J238-068,Easy Auto Tag & Insurance,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/easy-auto-tag-insurance/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-068,hold
J238-069,"Eisenberg, Rothweiler, Winkler, Eisenberg & Jeck",https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/eisenberg-rothweiler/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-069,hold
J238-070,Electric Direct,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/electric-direct/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-070,hold
J238-071,Elite Philly Auto Parts,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/elite-auto-parts/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-071,hold
J238-072,Elverson Supply,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/elverson-supply/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-072,hold
J238-073,Ember & Ale,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/ember-ale/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-073,hold
J238-074,EPAM Philadelphia,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/epam/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-074,hold
J238-075,"Ernest D. Menold, Inc.",https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/ernest-d-menold-inc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-075,hold
J238-076,Euphoria Nail Bar,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/euphoria-nail-bar/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-076,hold
J238-077,Fante's Kitchen Shop,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/fantes-kitchen-shop/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-077,hold
J238-078,Farrell's Roofing,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/farrells-roofing/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-078,hold
J238-079,Faulkner Buick GMC,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/faulkner-buick-gmc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-079,hold
J238-080,Ferguson Plumbing & Heating,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/ferguson-plumbing-heating/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-080,hold
J238-081,Ferrari Philadelphia,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/ferrari-philadelphia/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-081,hold
J238-082,"Field 1 Post, LLC",https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/field-1-post-llc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-082,hold
J238-083,Fillman & Sons Floors & More,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/fillman-and-sons-floors/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-083,hold
J238-084,Floral and Hardy of Skippack,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/floral-and-hardy/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-084,hold
J238-085,Francis Kaufman House,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/francis-kaufman-house/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-085,hold
J238-086,Frankford Hall,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/frankford-hall/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-086,hold
J238-087,Franklin Fountain,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/franklin-fountain/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-087,hold
J238-088,Frazer Antiques,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/frazer-antiques/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-088,hold
J238-089,Fredo's Deli,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/fredo-s-deli/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-089,hold
J238-090,Gallagher Fabrication & Machine,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/gallagher-fabrication-machine/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-090,hold
J238-091,Geno's Steaks,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/genos-steaks/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-091,hold
J238-092,Germantown Dental Group,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/germantown-dental-group/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-092,hold
J238-093,Glen Eagle Pediatric Dentistry,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/glen-eagle-pediatric-dentistry/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-093,hold
J238-094,GO2 Tech,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/go2tech/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-094,hold
J238-095,Golden Eagle Jewelers,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/golden-eagle-jewelry/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-095,hold
J238-096,Good Dog Bar,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/good-dog-bar/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-096,hold
J238-097,Gracies Painting,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/gracies-painting/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-097,hold
J238-098,Graham Painting (10/98),https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/graham-painting-10-98/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-098,hold
J238-099,GREATER PHILADELPHIA CHIROPRACTIC CENTER,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/greater-philadelphia-chiropractic-center/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-099,hold
J238-100,Guaranteed Plumbing & Heating,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/guaranteed-plumbing-heating/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-100,hold
J238-101,Hal Rosenthaler DMD,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/hal-rosenthaler-dmd/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-101,hold
J238-102,Hamburg Animal Hospital,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/hamburg-animal-hospital/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-102,hold
J238-103,Harry's Hotdogs,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/harry-s-hotdogs/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-103,hold
J238-104,HaverCrown Dental,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/havercrown-dental/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-104,hold
J238-105,Heart & Soul Tattoo,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/heart-soul-tattoo/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-105,hold
J238-106,Johnny Destructo's Hero Complex,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/hero-complex/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-106,hold
J238-107,H&G Sign Company,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/h-g-sign-company/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-107,hold
J238-108,Highline Motors Aston,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/highline-motors/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-108,hold
J238-109,Holiday Hair Quakertown,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/holiday-hair/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-109,hold
J238-110,Home Furnishing Consignment,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/home-furnishings-consignment/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-110,hold
J238-111,Integrity Interiors,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/integrity-interiors/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-111,hold
J238-112,Isgro Pastries,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/isgro-pastries/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-112,hold
J238-113,IVC Wealth Advisors,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/ivc-wealth-advisors/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-113,hold
J238-114,James Harper Painting,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/james-harper-painting/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-114,hold
J238-115,Jarman Sales & Service,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/jarman-hvac/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-115,hold
J238-116,"JDV Electric, LLC",https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/jdv-electric-llc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-116,hold
J238-117,Johnny Brenda's,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/johnny-brendas/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-117,hold
J238-118,Johnny's Pizza & Pasta,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/johnnys-pizza/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-118,hold
J238-119,Johnny's Pizza,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/johnny-s-pizza/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-119,hold
J238-120,John's Roast Pork,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/johns-roast-pork/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-120,hold
J238-121,"J-Pro Pools, Inc.",https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/j-pro-inc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-121,hold
J238-122,Just Tires Media,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/just-tires/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-122,hold
J238-123,K.A.M. Sheet Metal & Fab,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/k-a-m-sheet-metal-fab/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-123,hold
J238-124,Katana Pittsburgh,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/katana/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-124,hold
J238-125,Kehan's Auto Service,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/kehans-auto-service/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-125,hold
J238-126,Kinetic Physical Therapy,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/kinetic-physical-therapy/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-126,hold
J238-127,"La Colombe Coffee Roasters, Rittenhouse Square",https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/la-colombe-rittenhouse/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-127,hold
J238-128,Lawrence Kassan Podiatry,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/lawrence-kassan-podiatry/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-128,hold
J238-129,Lee's Hoagie House of Horsham,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/lees-hoagie-house/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-129,hold
J238-130,Legacy Jewelers,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/legacy-jewelers/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-130,hold
J238-131,Live Urgent Care King of Prussia,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/live-urgent-care/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-131,hold
J238-132,Apollo Wealth Advisors,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/lpl-financial/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-132,hold
