prospect_id,business,slug,qr_target_url,live_site,qa_ready,mail_ready
J238-012,"A POSITIVE RESPONSE PLUMBING, LLC.",a-positive-response-plumbing-llc,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/a-positive-response-plumbing-llc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-012,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/a-positive-response-plumbing-llc/,ready,hold
J238-013,APR Supply Company,apr-supply-company,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/apr-supply-company/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-013,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/apr-supply-company/,ready,hold
J238-014,APT Heating and Cooling,apt-heating-and-cooling,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/apt-heating-and-cooling/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-014,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/apt-heating-and-cooling/,ready,hold
J238-015,Art City Vets & Urgent Care,art-city-vets,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/art-city-vets/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-015,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/art-city-vets/,ready,hold
J238-016,Artisan Wine and Cheese Cellars,artisan-wine-and-cheese-cellars,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/artisan-wine-and-cheese-cellars/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-016,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/artisan-wine-and-cheese-cellars/,ready,hold
J238-017,Auger Manufacturing Specialists,auger-manufacturing,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/auger-manufacturing/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-017,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/auger-manufacturing/,ready,hold
J238-018,Baldwin's Book Barn,baldwins-book-barn,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/baldwins-book-barn/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-018,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/baldwins-book-barn/,ready,hold
J238-019,Bàn Bàn Asian Bistro,ban-ban-asian-bistro,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/ban-ban-asian-bistro/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-019,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/ban-ban-asian-bistro/,ready,hold
J238-020,Barnes Financial Group,barnes-financial-group,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/barnes-financial-group/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-020,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/barnes-financial-group/,ready,hold
J238-021,Bartram's Garden,bartram-garden,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/bartram-garden/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-021,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/bartram-garden/,ready,hold
J238-022,BeBalanced Royersford,be-balanced-hormone,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/be-balanced-hormone/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-022,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/be-balanced-hormone/,ready,hold
J238-023,Benjamin Lovell Shoes,benjamin-lovell-shoes,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/benjamin-lovell-shoes/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-023,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/benjamin-lovell-shoes/,ready,hold
J238-024,BG Electric Service LLC,bg-electric,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/bg-electric/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-024,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/bg-electric/,ready,hold
J238-025,"Big Head Transport, LLC",big-head-transport,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/big-head-transport/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-025,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/big-head-transport/,ready,hold
J238-026,"Bill Frusco Plumbing, Heating & Cooling",bill-frusco-plumbing-heating-cooling,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/bill-frusco-plumbing-heating-cooling/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-026,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/bill-frusco-plumbing-heating-cooling/,ready,hold
J238-027,"Borden Heating & Cooling, Inc.",borden-heating-cooling-inc,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/borden-heating-cooling-inc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-027,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/borden-heating-cooling-inc/,ready,hold
J238-028,Borsello Landscaping,borsello-landscaping,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/borsello-landscaping/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-028,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/borsello-landscaping/,ready,hold
J238-029,Boyle Energy,boyle-energy-heating-air-conditioning-oil-propane,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/boyle-energy-heating-air-conditioning-oil-propane/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-029,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/boyle-energy-heating-air-conditioning-oil-propane/,ready,hold
J238-030,BPM Fitness,bpm-fitness,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/bpm-fitness/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-030,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/bpm-fitness/,ready,hold
J238-031,"Brandon Electric, Inc.",brandon-electric-inc,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/brandon-electric-inc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-031,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/brandon-electric-inc/,ready,hold
J238-032,Brandywine Auto Parts,brandywine-auto-parts,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/brandywine-auto-parts/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-032,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/brandywine-auto-parts/,ready,hold
J238-033,Bridesburg Spine and Injury Clinic,bridesburg-spine-and-injury-clinic,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/bridesburg-spine-and-injury-clinic/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-033,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/bridesburg-spine-and-injury-clinic/,ready,hold
J238-034,"Bryn Mawr Plumbing & Heating Co., Inc.",bryn-mawr-plumbing-heating-co-inc,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/bryn-mawr-plumbing-heating-co-inc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-034,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/bryn-mawr-plumbing-heating-co-inc/,ready,hold
J238-035,"Bustleton Services, Inc",bustleton-services,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/bustleton-services/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-035,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/bustleton-services/,ready,hold
J238-036,C&C Super Seal,c-and-c-super-seal,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/c-and-c-super-seal/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-036,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/c-and-c-super-seal/,ready,hold
J238-037,Captain Car Wash,captain-car-wash,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/captain-car-wash/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-037,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/captain-car-wash/,ready,hold
J238-038,Centrum Mechanical Services,centrum-mechanical-services,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/centrum-mechanical-services/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-038,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/centrum-mechanical-services/,ready,hold
J238-039,Chadds Ford Animal Hospital,chadds-ford-animal-hospital,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/chadds-ford-animal-hospital/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-039,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/chadds-ford-animal-hospital/,ready,hold
J238-040,Charles Schillinger Company,charles-schillinger-company,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/charles-schillinger-company/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-040,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/charles-schillinger-company/,ready,hold
J238-041,Chestnut Hill Animal Hospital,chestnut-hill-animal-hospital,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/chestnut-hill-animal-hospital/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-041,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/chestnut-hill-animal-hospital/,ready,hold
J238-042,"Choice Coating, Inc.",choice-coating-inc,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/choice-coating-inc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-042,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/choice-coating-inc/,ready,hold
J238-043,Chris Clement Plumbing & Heating,chris-clement-plumbing-heating,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/chris-clement-plumbing-heating/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-043,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/chris-clement-plumbing-heating/,ready,hold
J238-044,Ciocca Pre-Owned Autos,ciocca-pre-owned-autos,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/ciocca-pre-owned-autos/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-044,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/ciocca-pre-owned-autos/,ready,hold
J238-045,City Electric Supply West Chester,city-electric-supply,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/city-electric-supply/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-045,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/city-electric-supply/,ready,hold
J238-046,"Cleaned by D&D, LLC",cleaned-by-d-d-llc,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/cleaned-by-d-d-llc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-046,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/cleaned-by-d-d-llc/,ready,hold
J238-047,C. Mazzoni Brothers Inc.,c-mazzoni-brothers-inc,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/c-mazzoni-brothers-inc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-047,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/c-mazzoni-brothers-inc/,ready,hold
J238-048,Colmar Dentistry For Kids,colmar-dentistry-for-kids,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/colmar-dentistry-for-kids/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-048,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/colmar-dentistry-for-kids/,ready,hold
J238-049,Commercial Wallcovering,commercial-wallcovering,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/commercial-wallcovering/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-049,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/commercial-wallcovering/,ready,hold
J238-050,"CompuCraft Fabricators, Inc.",compucraft-fabricators-inc,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/compucraft-fabricators-inc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-050,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/compucraft-fabricators-inc/,ready,hold
J238-051,County Line Veterinary Hospital,county-line-veterinary-hospital,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/county-line-veterinary-hospital/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-051,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/county-line-veterinary-hospital/,ready,hold
J238-052,Custom IT Solutions,custom-it-solutions,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/custom-it-solutions/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-052,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/custom-it-solutions/,ready,hold
J238-053,"Dan Ferry Plumbing, Inc.",dan-ferry-plumbing-inc,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/dan-ferry-plumbing-inc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-053,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/dan-ferry-plumbing-inc/,ready,hold
J238-054,Davidson Fabricating,davidson-fabricating,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/davidson-fabricating/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-054,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/davidson-fabricating/,ready,hold
J238-055,Del Chevrolet,del-chevrolet,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/del-chevrolet/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-055,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/del-chevrolet/,ready,hold
J238-056,Dentistry for Life,dentistry-for-life,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/dentistry-for-life/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-056,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/dentistry-for-life/,ready,hold
J238-057,Dependable Concrete Contractor LLC,dependable-concrete,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/dependable-concrete/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-057,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/dependable-concrete/,ready,hold
J238-058,Di Bruno Bros. Italian Market,dibruno-bros,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/dibruno-bros/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-058,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/dibruno-bros/,ready,hold
J238-059,Dinse Dental Care,dinse-dental-care,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/dinse-dental-care/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-059,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/dinse-dental-care/,ready,hold
J238-060,DreamMaker Bath & Kitchen of Chester County,dreammaker-bath-kitchen,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/dreammaker-bath-kitchen/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-060,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/dreammaker-bath-kitchen/,ready,hold
J238-061,Dream Team Home Services,dream-team-hvac,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/dream-team-hvac/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-061,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/dream-team-hvac/,ready,hold
J238-062,Orthodontic Associates of Collegeville,dr-weiss-s-office,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/dr-weiss-s-office/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-062,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/dr-weiss-s-office/,ready,hold
J238-063,"Dunryte Electric, Inc.",dunryte-electric-inc,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/dunryte-electric-inc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-063,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/dunryte-electric-inc/,ready,hold
J238-064,Dutton Road Veterinary Clinic,dutton-road-veterinary-clinic,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/dutton-road-veterinary-clinic/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-064,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/dutton-road-veterinary-clinic/,ready,hold
J238-065,E & E cleaning services,e-and-e-cleaning,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/e-and-e-cleaning/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-065,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/e-and-e-cleaning/,ready,hold
J238-066,Eastern Dragon,eastern-dragon,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/eastern-dragon/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-066,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/eastern-dragon/,ready,hold
J238-067,Eastern State Penitentiary,eastern-state,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/eastern-state/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-067,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/eastern-state/,ready,hold
J238-068,Easy Auto Tag & Insurance,easy-auto-tag-insurance,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/easy-auto-tag-insurance/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-068,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/easy-auto-tag-insurance/,ready,hold
J238-069,"Eisenberg, Rothweiler, Winkler, Eisenberg & Jeck",eisenberg-rothweiler,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/eisenberg-rothweiler/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-069,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/eisenberg-rothweiler/,ready,hold
J238-070,Electric Direct,electric-direct,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/electric-direct/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-070,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/electric-direct/,ready,hold
J238-071,Elite Philly Auto Parts,elite-auto-parts,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/elite-auto-parts/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-071,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/elite-auto-parts/,ready,hold
J238-072,Elverson Supply,elverson-supply,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/elverson-supply/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-072,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/elverson-supply/,ready,hold
J238-073,Ember & Ale,ember-ale,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/ember-ale/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-073,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/ember-ale/,ready,hold
J238-074,EPAM Philadelphia,epam,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/epam/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-074,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/epam/,ready,hold
J238-075,"Ernest D. Menold, Inc.",ernest-d-menold-inc,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/ernest-d-menold-inc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-075,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/ernest-d-menold-inc/,ready,hold
J238-076,Euphoria Nail Bar,euphoria-nail-bar,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/euphoria-nail-bar/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-076,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/euphoria-nail-bar/,ready,hold
J238-077,Fante's Kitchen Shop,fantes-kitchen-shop,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/fantes-kitchen-shop/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-077,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/fantes-kitchen-shop/,ready,hold
J238-078,Farrell's Roofing,farrells-roofing,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/farrells-roofing/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-078,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/farrells-roofing/,ready,hold
J238-079,Faulkner Buick GMC,faulkner-buick-gmc,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/faulkner-buick-gmc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-079,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/faulkner-buick-gmc/,ready,hold
J238-080,Ferguson Plumbing & Heating,ferguson-plumbing-heating,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/ferguson-plumbing-heating/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-080,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/ferguson-plumbing-heating/,ready,hold
J238-081,Ferrari Philadelphia,ferrari-philadelphia,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/ferrari-philadelphia/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-081,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/ferrari-philadelphia/,ready,hold
J238-082,"Field 1 Post, LLC",field-1-post-llc,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/field-1-post-llc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-082,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/field-1-post-llc/,ready,hold
J238-083,Fillman & Sons Floors & More,fillman-and-sons-floors,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/fillman-and-sons-floors/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-083,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/fillman-and-sons-floors/,ready,hold
J238-084,Floral and Hardy of Skippack,floral-and-hardy,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/floral-and-hardy/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-084,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/floral-and-hardy/,ready,hold
