Platform,Campaign,Ad_Set,Name,Number,Email,Business,Website_other,prospect_id,qr_target_url,qa_ready,mail_ready,address,notes
Direct Mail,jesse-238,Business,,,,The Restaurant Store Plymouth Meeting,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/the-restaurant-store/,J238-214,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/the-restaurant-store/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-214,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,THR Insurance,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/thr-insurance/,J238-215,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/thr-insurance/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-215,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,THR Insurance Agency,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/thr-insurance-agency/,J238-216,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/thr-insurance-agency/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-216,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,TM Prestige Home Cash Buyer,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/tm-prestige-home-cash-buyer/,J238-217,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/tm-prestige-home-cash-buyer/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-217,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Towne Book Center & Wine Bar,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/towne-book-center-wine-bar/,J238-218,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/towne-book-center-wine-bar/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-218,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Train and Nourish,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/train-and-nourish/,J238-219,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/train-and-nourish/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-219,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Trend Auto Trader,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/trend-auto-trader/,J238-220,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/trend-auto-trader/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-220,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Painting / drywall,,,,Trend Painting,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/trend-painting/,J238-221,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/trend-painting/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-221,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Udis & Conn Orthodontics,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/udis-conn-orthodontics/,J238-222,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/udis-conn-orthodontics/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-222,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Architectural metal / roofing,,,,United Metal Construction LLC,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/united-metal-construction-llc/,J238-223,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/united-metal-construction-llc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-223,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,UNO Pizzeria & Grill Oaks,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/uno-chicago-style-pizza/,J238-224,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/uno-chicago-style-pizza/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-224,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,UrgentVet Pottstown,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/urgentvet-pottstown/,J238-225,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/urgentvet-pottstown/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-225,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,L. A. Verruni Landscaping,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/verruni-landscaping/,J238-226,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/verruni-landscaping/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-226,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Restaurant,,,,Victor Cafe,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/victor-cafe/,J238-227,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/victor-cafe/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-227,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Heavy steel fabrication,,,,"Waste Gas Fabricating Company, Inc.",https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/waste-gas-fabricating-company-inc/,J238-228,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/waste-gas-fabricating-company-inc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-228,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Welcome Dental,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/welcome-dental/,J238-229,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/welcome-dental/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-229,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Whitelands Animal Hospital,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/whitelands-animal-hospital/,J238-230,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/whitelands-animal-hospital/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-230,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Wholly Grounds Coffeehouse,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/wholly-grounds/,J238-231,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/wholly-grounds/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-231,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Forklift service,,,,"Wilson's Forklift Service, LLC",https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/wilson-s-forklift-service-llc/,J238-232,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/wilson-s-forklift-service-llc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-232,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,WJA Landscaping,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/wja-landscaping/,J238-233,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/wja-landscaping/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-233,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Wynnewood Eye Care,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/wynnewood-eyecare/,J238-234,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/wynnewood-eyecare/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-234,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Electrical,,,,Young's Electrical Services Inc.,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/young-s-electrical-services-inc/,J238-235,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/young-s-electrical-services-inc/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-235,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Restaurant,,,,Zahav,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/zahav/,J238-236,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/zahav/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-236,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Plumbing / sewer,,,,ZBC General Contracting,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/zbc-general-contracting/,J238-237,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/zbc-general-contracting/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-237,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
Direct Mail,jesse-238,Business,,,,Zuber Realty,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/zuber-realty/,J238-238,https://momentum-prospect-radar-next20-2026-08-11.netlify.app/gate/zuber-realty/?utm_source=directmail&utm_medium=qr&utm_campaign=jesse-238&utm_content=J238-238,ready,hold,,phones/emails stay in the Google Sheet; this repo is public
